+EI TIC MRM (** -> **) 20221016 H5 2 MRM22.d  Subtract		
Index	X	Y
2540	18.038	52.68
2541	18.043	55.57
2542	18.048	57.84
2543	18.053	57.18
2544	18.058	55.19
2545	18.063	54.81
2546	18.069	54.17
2547	18.074	51.14
2548	18.079	49.2
2549	18.084	49.47
2550	18.089	47.47
2551	18.094	43.67
2552	18.099	42.48
2553	18.104	44.51
2554	18.109	47.81
2555	18.114	51.65
2556	18.119	55.46
2557	18.124	58.19
2558	18.129	59.86
2559	18.134	61.17
2560	18.14	62.27
2561	18.145	63.29
2562	18.15	64.23
2563	18.155	64.56
2564	18.16	62.53
2565	18.165	57.3
2566	18.17	52.15
2567	18.175	51.97
2568	18.18	57.16
2569	18.185	62.52
2570	18.19	65.1
2571	18.195	66.24
2572	18.2	65.93
2573	18.205	63.9
2574	18.21	61.95
2575	18.216	60.07
2576	18.221	57.27
2577	18.226	55.03
2578	18.231	54.96
2579	18.236	57
2580	18.241	59.64
2581	18.246	59.35
2582	18.251	55.38
2583	18.256	52.87
2584	18.261	53.86
2585	18.266	54.31
2586	18.271	52.52
2587	18.276	50.22
2588	18.281	48.04
2589	18.287	46.15
2590	18.292	46.87
2591	18.297	51.22
2592	18.302	57.9
2593	18.307	64.87
2594	18.312	69.73
2595	18.317	71.06
2596	18.322	68.38
2597	18.327	62.55
2598	18.332	57.44
2599	18.337	56.22
2600	18.342	57.85
2601	18.347	61.33
2602	18.352	65.72
2603	18.357	67.19
2604	18.363	63.74
2605	18.368	58.58
2606	18.373	54.93
2607	18.378	53.77
2608	18.383	55.74
2609	18.388	60.39
2610	18.393	64.07
2611	18.398	64.17
2612	18.403	63.46
2613	18.408	64.51
2614	18.413	66.35
2615	18.418	69.09
2616	18.423	73.56
2617	18.428	77.74
2618	18.433	80.52
2619	18.439	82.29
2620	18.444	82.07
2621	18.449	79.51
2622	18.454	74.35
2623	18.459	67.25
2624	18.464	60.79
2625	18.469	55.48
2626	18.474	53.06
2627	18.479	56.2
2628	18.484	60.62
2629	18.489	61.48
2630	18.494	61.38
2631	18.499	62.3
2632	18.504	61.77
2633	18.51	58.75
2634	18.515	55.68
2635	18.52	56.17
2636	18.525	59.25
2637	18.53	60.09
2638	18.535	57.19
2639	18.54	53.84
2640	18.545	52.39
2641	18.55	53.16
2642	18.555	54.91
2643	18.56	55.31
2644	18.565	55.43
2645	18.57	58.17
2646	18.575	61.06
2647	18.58	60.25
2648	18.586	56.92
2649	18.591	53.3
2650	18.596	50.3
2651	18.601	49.66
2652	18.606	52
2653	18.611	55.8
2654	18.616	60.42
2655	18.621	64.48
2656	18.626	64.92
2657	18.631	60.32
2658	18.636	51.73
2659	18.641	43.34
2660	18.646	39.56
2661	18.651	39.94
2662	18.657	42.91
2663	18.662	47.97
2664	18.667	51.87
2665	18.672	52.36
2666	18.677	50.58
2667	18.682	46.85
2668	18.687	42.25
2669	18.692	41.02
2670	18.697	45.42
2671	18.702	51.63
2672	18.707	53.83
2673	18.712	50.13
2674	18.717	44.14
2675	18.722	41.3
2676	18.727	45.08
2677	18.733	53.63
2678	18.738	59.2
2679	18.743	57.08
2680	18.748	52.97
2681	18.753	53.72
2682	18.758	56.82
2683	18.763	55.85
2684	18.768	49.89
2685	18.773	42.79
2686	18.778	38.26
2687	18.783	38.69
2688	18.788	43.48
2689	18.793	48.9
2690	18.798	50.43
2691	18.804	46.71
2692	18.809	41.77
2693	18.814	40.63
2694	18.819	44.37
2695	18.824	51.63
2696	18.829	57.3
2697	18.834	54.29
2698	18.839	43.28
2699	18.844	32.88
2700	18.849	28.88
2701	18.854	29.02
2702	18.859	28.37
2703	18.864	25.95
2704	18.869	23.37
2705	18.874	20.98
2706	18.88	18.26
2707	18.885	15.41
2708	18.89	11.83
2709	18.895	6.89
2710	18.9	3.58
2711	18.905	4.15
2712	18.91	4.64
2713	18.915	1.74
2714	18.92	-1.38
2715	18.925	2.52
2716	18.93	23.43
2717	18.935	73.02
2718	18.94	155.62
2719	18.945	253.08
2720	18.95	330.43
2721	18.956	365.75
2722	18.961	366.06
2723	18.966	350.26
2724	18.975	10
2725	18.98	9.58
2726	18.984	8.68
2727	18.989	7.89
2728	18.994	7.72
2729	18.998	8.1
2730	19.003	8.58
2731	19.007	8.81
2732	19.012	8.66
2733	19.016	8.26
2734	19.021	7.58
2735	19.025	6.49
2736	19.03	5.19
2737	19.034	4.43
2738	19.039	4.82
2739	19.043	6.05
2740	19.048	7.03
2741	19.052	7.09
2742	19.057	6.32
2743	19.062	5.05
2744	19.066	3.57
2745	19.071	2.25
2746	19.075	1.41
2747	19.08	1.45
2748	19.084	2.53
2749	19.089	4.03
2750	19.093	5.24
2751	19.098	5.89
2752	19.102	5.89
2753	19.107	5.42
2754	19.111	5.08
2755	19.116	5.27
2756	19.121	5.54
2757	19.125	5.22
2758	19.13	4.28
2759	19.134	3.34
2760	19.139	2.94
2761	19.143	3.05
2762	19.148	5.82
2763	19.152	68.21
2764	19.157	64.49
2765	19.162	60.41
2766	19.168	56.22
2767	19.173	52.08
2768	19.178	47.67
2769	19.183	43.42
2770	19.188	42.46
2771	19.193	47.11
2772	19.198	54.29
2773	19.203	59.18
2774	19.208	60.68
2775	19.213	62.02
2776	19.218	65.61
2777	19.223	69.2
2778	19.228	69.81
2779	19.234	66.75
2780	19.239	60.84
2781	19.244	53.73
2782	19.249	46.85
2783	19.254	41.02
2784	19.259	36.8
2785	19.264	34.3
2786	19.269	33.42
2787	19.274	33.54
2788	19.279	33.36
2789	19.284	31.06
2790	19.289	26.98
2791	19.294	23.83
2792	19.3	23.26
2793	19.305	24.43
2794	19.31	26
2795	19.315	27.85
2796	19.32	31.25
2797	19.325	39.03
2798	19.33	54.91
2799	19.335	82.43
2800	19.34	126.96
2801	19.345	192.55
2802	19.35	271.38
2803	19.355	344.73
2804	19.361	393.37
2805	19.366	408.99
2806	19.371	392.66
2807	19.376	349.5
2808	19.381	289.88
2809	19.386	225.64
2810	19.391	167.03
2811	19.396	121.13
2812	19.401	89.84
2813	19.406	70.56
2814	19.411	58.08
2815	19.416	48.43
2816	19.421	40.7
2817	19.427	34.94
2818	19.432	30.47
2819	19.437	27.16
2820	19.442	25.2
2821	19.447	23.67
2822	19.452	22.09
2823	19.457	20.98
2824	19.462	20.56
2825	19.467	20.67
2826	19.472	21.49
2827	19.477	22.93
2828	19.482	23.85
2829	19.487	23.5
2830	19.493	22.19
2831	19.498	20.48
2832	19.503	19.1
2833	19.508	18.35
2834	19.513	17.63
2835	19.518	16.54
2836	19.523	15.75
2837	19.528	16.03
2838	19.533	17.18
2839	19.538	18.2
2840	19.543	18.72
2841	19.548	19.06
2842	19.553	18.67
2843	19.559	16.61
2844	19.564	14.01
2845	19.569	13.12
2846	19.574	13.87
2847	19.579	14.24
2848	19.584	13.29
2849	19.589	12.02
2850	19.594	11.69
2851	19.599	12.05
2852	19.604	12.17
2853	19.609	12.49
2854	19.614	13.68
2855	19.619	14.79
2856	19.625	15.08
2857	19.63	15.15
2858	19.635	15.65
2859	19.64	17.69
2860	19.645	23.08
2861	19.65	32.36
2862	19.655	44.13
2863	19.66	55.63
2864	19.665	64.55
2865	19.67	70.21
2866	19.675	72.04
2867	19.68	69.02
2868	19.685	60.14
2869	19.691	47.09
2870	19.696	34.36
2871	19.701	24.91
2872	19.706	18.97
2873	19.711	15.58
2874	19.716	13.83
2875	19.721	13.05
2876	19.726	12.52
2877	19.731	11.78
2878	19.736	10.82
2879	19.741	9.85
2880	19.746	9.28
2881	19.751	9.07
2882	19.757	8.8
2883	19.762	8.58
2884	19.767	8.79
2885	19.772	9.26
2886	19.777	9.5
2887	19.782	9.33
2888	19.787	9.14
2889	19.792	9.38
2890	19.797	10.02
2891	19.802	10.73
2892	19.807	11.29
2893	19.812	11.56
2894	19.817	11.38
2895	19.823	11.08
2896	19.828	10.98
2897	19.833	10.76
2898	19.838	10.4
2899	19.843	10
2900	19.848	9.15
2901	19.853	7.89
2902	19.858	7.24
2903	19.863	7.84
2904	19.868	9.11
2905	19.873	10.13
2906	19.878	10.73
2907	19.884	11.02
2908	19.889	10.45
2909	19.894	8.51
2910	19.899	6.16
2911	19.904	5.21
2912	19.909	5.93
2913	19.914	7.05
2914	19.919	7.92
2915	19.924	8.7
2916	19.929	9.28
2917	19.934	9.82
2918	19.939	10.82
2919	19.944	11.94
2920	19.95	6
2921	19.957	1.54
2922	19.961	1.33
2923	19.966	0.98
2924	19.97	0.62
2925	19.975	0.59
2926	19.979	1
2927	19.984	1.53
2928	19.988	1.59
2929	19.993	1.14
2930	19.997	0.79
2931	20.002	0.83
2932	20.007	1.02
2933	20.011	1.09
2934	20.016	1.2
2935	20.02	1.78
2936	20.025	2.66
2937	20.029	3.07
2938	20.034	2.68
2939	20.038	1.85
2940	20.043	1.08
2941	20.047	0.72
2942	20.052	0.83
2943	20.056	1.4
2944	20.061	2.34
2945	20.066	3.02
2946	20.07	2.84
2947	20.075	2.06
2948	20.079	1.27
2949	20.084	1.01
2950	20.088	1.55
2951	20.093	2.43
2952	20.097	3.04
2953	20.102	3.59
2954	20.106	4.55
2955	20.111	5.77
2956	20.115	6.7
2957	20.12	7.4
2958	20.125	8.03
2959	20.129	8.08
2960	20.134	7.61
2961	20.138	7.65
2962	20.143	8.24
2963	20.147	8.33
2964	20.152	7.86
2965	20.156	7.65
2966	20.161	7.98
2967	20.165	8.68
2968	20.17	9.3
2969	20.174	9.34
2970	20.179	8.78
2971	20.184	7.99
2972	20.188	7.28
2973	20.193	6.62
2974	20.197	6.02
2975	20.202	5.79
2976	20.206	6.03
2977	20.211	6.44
2978	20.215	6.54
2979	20.22	6.31
2980	20.224	6.27
2981	20.229	6.68
2982	20.233	7.12
2983	20.238	7.19
2984	20.243	7.09
2985	20.247	7.17
2986	20.252	7.35
2987	20.256	7.42
2988	20.261	7.37
2989	20.265	7.57
2990	20.27	8.43
2991	20.274	10.09
2992	20.279	12.68
2993	20.283	16.34
2994	20.288	20.81
2995	20.292	25.85
2996	20.297	31.44
2997	20.302	36.74
2998	20.306	40.16
2999	20.311	40.8
3000	20.315	39.24
3001	20.32	36.06
3002	20.324	31.72
3003	20.329	27.2
3004	20.333	23.07
3005	20.338	19.32
3006	20.342	16.29
3007	20.347	14.3
3008	20.351	12.84
3009	20.356	11.42
3010	20.361	10.06
3011	20.365	9.01
3012	20.37	8.38
3013	20.374	8.02
3014	20.379	7.58
3015	20.383	6.89
3016	20.388	6.3
3017	20.392	6.32
3018	20.397	6.83
3019	20.401	7.2
3020	20.406	6.95
3021	20.41	6.1
3022	20.415	5.11
3023	20.42	4.39
3024	20.424	4.08
3025	20.429	4.21
3026	20.433	4.71
3027	20.438	5.23
3028	20.442	5.37
3029	20.447	5.2
3030	20.451	5.09
3031	20.456	5.14
3032	20.46	5.17
3033	20.465	5.12
3034	20.469	5.19
3035	20.474	5.51
3036	20.479	6
3037	20.483	6.51
3038	20.488	6.63
3039	20.492	6.07
3040	20.497	5.25
3041	20.501	4.68
3042	20.506	4.41
3043	20.51	4.2
3044	20.515	4.04
3045	20.519	4.13
3046	20.524	4.6
3047	20.528	5.31
3048	20.533	6.09
3049	20.538	7
3050	20.542	8.03
3051	20.547	8.81
3052	20.551	9.39
3053	20.556	10.27
3054	20.56	11.32
3055	20.565	11.75
3056	20.569	11.2
3057	20.574	10.13
3058	20.578	8.98
3059	20.583	7.75
3060	20.587	6.49
3061	20.592	5.56
3062	20.597	5.22
3063	20.601	5.13
3064	20.606	4.79
3065	20.61	4.39
3066	20.615	4.29
3067	20.619	4.49
3068	20.624	4.81
3069	20.628	4.98
3070	20.633	4.72
3071	20.637	4.34
3072	20.642	4.27
3073	20.646	4.21
3074	20.651	3.83
3075	20.656	3.38
3076	20.66	3.15
3077	20.665	3.25
3078	20.669	3.56
3079	20.674	3.94
3080	20.678	4.33
3081	20.683	4.61
3082	20.687	4.39
3083	20.692	3.7
3084	20.696	3.11
3085	20.701	3.06
3086	20.705	3.53
3087	20.71	4.2
3088	20.714	4.73
3089	20.719	4.91
3090	20.724	4.66
3091	20.728	4.01
3092	20.733	3.08
3093	20.737	2.24
3094	20.742	1.76
3095	20.746	1.53
3096	20.751	1.46
3097	20.755	1.61
3098	20.76	1.96
3099	20.764	2.35
3100	20.769	2.58
3101	20.773	2.53
3102	20.778	2.42
3103	20.783	2.64
3104	20.787	3.22
3105	20.792	3.81
3106	20.796	4.09
3107	20.801	3.96
3108	20.805	3.57
3109	20.81	3.03
3110	20.814	2.42
3111	20.819	2
3112	20.823	1.95
3113	20.828	2.09
3114	20.832	2.11
3115	20.837	2.12
3116	20.842	2.4
3117	20.846	2.78
3118	20.851	2.89
3119	20.855	2.68
3120	20.86	2.35
3121	20.864	2.28
3122	20.869	2.48
3123	20.873	2.54
3124	20.878	2.45
3125	20.882	2.46
3126	20.887	2.59
3127	20.891	2.69
3128	20.896	2.5
3129	20.901	1.91
3130	20.905	1.26
3131	20.91	1.07
3132	20.914	1.38
3133	20.919	1.75
3134	20.923	1.95
3135	20.928	2.04
3136	20.932	1.95
3137	20.937	1.59
3138	20.941	1.14
3139	20.946	0.9
3140	20.95	0.86
3141	20.955	0.79
3142	20.96	0.67
3143	20.964	0.6
3144	20.969	0.69
3145	20.973	0.89
3146	20.978	1.03
3147	20.982	1.08
3148	20.987	1.02
3149	20.991	0.9
3150	20.996	0.97
3151	21	1.24
3152	21.005	1.55
3153	21.009	1.87
3154	21.014	2.17
3155	21.019	2.43
3156	21.023	2.35
3157	21.028	1.71
3158	21.032	0.86
3159	21.037	0.33
3160	21.041	0.34
3161	21.046	0.53
3162	21.05	0.46
3163	21.055	0.22
3164	21.059	0.24
3165	21.064	0.5
3166	21.068	0.88
3167	21.073	1.46
3168	21.078	1.97
3169	21.082	1.95
3170	21.087	1.56
3171	21.091	1.46
3172	21.096	1.77
3173	21.1	2
3174	21.105	1.82
3175	21.109	1.25
3176	21.114	0.68
3177	21.118	0.55
3178	21.123	0.81
3179	21.127	0.99
3180	21.132	1.1
3181	21.137	1.46
3182	21.141	1.85
3183	21.146	1.81
3184	21.15	1.51
3185	21.155	1.39
3186	21.159	1.39
3187	21.164	1.09
3188	21.168	0.55
3189	21.173	0.07
3190	21.177	-0.31
3191	21.182	-0.53
3192	21.186	-0.42
3193	21.191	-0.16
3194	21.196	-0.01
3195	21.2	0.07
3196	21.205	0.18
3197	21.209	0.33
3198	21.214	0.54
3199	21.218	0.73
3200	21.223	0.67
3201	21.227	0.34
3202	21.232	-0.1
3203	21.236	-0.4
3204	21.241	-0.46
3205	21.245	-0.33
3206	21.25	-0.23
3207	21.255	-0.37
3208	21.259	-0.63
3209	21.264	-0.73
3210	21.268	-0.63
3211	21.273	-0.37
3212	21.277	0.09
3213	21.282	0.45
3214	21.286	0.3
3215	21.291	-0.25
3216	21.295	-0.68
3217	21.3	-0.78
3218	21.304	-0.68
3219	21.309	-0.62
3220	21.314	-0.71
3221	21.318	-0.89
3222	21.323	-1.01
3223	21.327	-1.14
3224	21.332	-1.44
3225	21.336	-1.72
3226	21.341	-1.62
3227	21.345	-1.23
3228	21.35	-0.89
3229	21.354	-0.72
3230	21.359	-0.58
3231	21.363	-0.52
3232	21.368	-0.6
3233	21.373	-0.65
3234	21.377	-0.59
3235	21.382	-0.61
3236	21.386	-0.79
3237	21.391	-1.23
3238	21.395	-1.98
3239	21.4	-2.66
3240	21.404	-2.86
3241	21.409	-2.62
3242	21.413	-2.34
3243	21.418	-2.39
3244	21.422	-2.72
3245	21.427	-2.99
3246	21.432	-3.04
3247	21.436	-3.02
3248	21.441	-3.06
3249	21.445	-3.08
3250	21.45	-2.93
3251	21.454	-2.64
3252	21.459	-2.39
3253	21.463	-2.25
3254	21.468	-2.17
3255	21.472	-2.15
3256	21.477	-2.14
3257	21.481	-2.13
3258	21.486	-2.17
3259	21.49	-2.35
3260	21.495	-2.65
3261	21.5	-2.82
3262	21.504	-2.81
3263	21.509	-2.85
3264	21.513	-2.83
3265	21.518	-2.47
3266	21.522	-1.89
3267	21.527	-1.41
3268	21.531	-1.17
3269	21.536	-1.23
3270	21.54	-1.55
3271	21.545	-1.99
3272	21.549	-2.27
3273	21.554	-2.11
3274	21.559	-1.64
3275	21.563	-1.37
3276	21.568	-1.35
3277	21.572	-1.29
3278	21.577	-1.21
3279	21.581	-1.18
3280	21.586	-1.08
3281	21.59	-0.86
3282	21.595	-0.59
3283	21.599	-0.44
3284	21.604	-0.46
3285	21.608	-0.48
3286	21.613	-0.38
3287	21.618	-0.14
3288	21.622	0.18
3289	21.627	0.4
3290	21.631	0.35
3291	21.636	0.09
3292	21.64	-0.16
3293	21.645	-0.31
3294	21.649	-0.45
3295	21.654	-0.71
3296	21.658	-0.92
3297	21.663	-0.75
3298	21.667	-0.24
3299	21.672	0.31
3300	21.677	0.49
3301	21.681	0.12
3302	21.686	-0.47
3303	21.69	-0.76
3304	21.695	-0.76
3305	21.699	-0.74
3306	21.704	-0.66
3307	21.708	-0.42
3308	21.713	-0.19
3309	21.717	-0.01
3310	21.722	0.24
3311	21.726	0.48
3312	21.731	0.62
3313	21.736	0.68
3314	21.74	0.62
3315	21.745	0.38
3316	21.749	-0.02
3317	21.754	-0.37
3318	21.758	-0.36
3319	21.763	0.1
3320	21.767	0.82
3321	21.772	1.38
3322	21.776	1.36
3323	21.781	0.78
3324	21.785	0.07
3325	21.79	-0.5
3326	21.795	-0.87
3327	21.799	-1
3328	21.804	-1.05
3329	21.808	-1.26
3330	21.813	-1.59
3331	21.817	-1.62
3332	21.822	-1.11
3333	21.826	-0.38
3334	21.831	0.12
3335	21.835	0.32
3336	21.84	0.43
3337	21.844	0.52
3338	21.849	0.47
3339	21.854	0.14
3340	21.858	-0.32
3341	21.863	-0.6
3342	21.867	-0.58
3343	21.872	-0.35
3344	21.876	-0.07
3345	21.881	0.07
3346	21.885	0.06
3347	21.89	0.14
3348	21.894	0.46
3349	21.899	0.85
3350	21.903	0.98
3351	21.908	0.73
3352	21.913	0.19
3353	21.917	-0.22
3354	21.922	-0.08
3355	21.926	0.52
3356	21.931	1.14
3357	21.935	1.49
3358	21.94	1.59
3359	21.944	1.5
3360	21.949	1.19
3361	21.953	0.77
3362	21.958	0.51
3363	21.962	0.5
3364	21.967	0.55
3365	21.972	0.52
3366	21.976	0.54
3367	21.981	0.84
3368	21.985	1.35
3369	21.99	1.78
3370	21.994	2.01
3371	21.999	1.98
3372	22.003	1.61
3373	22.008	1.04
3374	22.012	0.62
3375	22.017	0.49
3376	22.021	0.51
3377	22.026	0.58
3378	22.031	0.55
3379	22.035	0.41
3380	22.04	0.28
3381	22.044	0.15
3382	22.049	0.11
3383	22.053	0.29
3384	22.058	0.56
3385	22.062	0.73
3386	22.067	0.77
3387	22.071	0.62
3388	22.076	0.37
3389	22.08	0.15
3390	22.085	-0.03
3391	22.09	-0.11
3392	22.094	0.17
3393	22.099	0.77
3394	22.103	1.29
3395	22.108	1.5
3396	22.112	1.61
3397	22.117	1.91
3398	22.121	2.33
3399	22.126	2.68
3400	22.13	2.78
3401	22.135	2.64
3402	22.139	2.46
3403	22.144	2.47
3404	22.149	2.78
3405	22.153	4.27
3406	22.158	3.92
3407	22.162	3.87
3408	22.167	3.91
3409	22.171	3.46
3410	22.176	2.8
3411	22.18	2.31
3412	22.185	1.7
3413	22.189	0.92
3414	22.194	0.53
3415	22.198	0.86
3416	22.203	1.46
3417	22.207	1.8
3418	22.212	1.76
3419	22.217	1.33
3420	22.221	0.76
3421	22.226	0.85
3422	22.23	1.92
3423	22.235	3.13
3424	22.239	3.48
3425	22.244	3.07
3426	22.248	2.79
3427	22.253	2.82
3428	22.257	2.71
3429	22.262	2.42
3430	22.266	2.03
3431	22.271	1.55
3432	22.275	1.06
3433	22.28	0.73
3434	22.285	0.71
3435	22.289	1.03
3436	22.294	1.54
3437	22.298	1.82
3438	22.303	1.53
3439	22.307	1.02
3440	22.312	0.65
3441	22.316	0.4
3442	22.321	0.46
3443	22.325	1.14
3444	22.33	2.17
3445	22.334	2.82
3446	22.339	2.87
3447	22.343	2.73
3448	22.348	2.73
3449	22.352	2.96
3450	22.357	3.04
3451	22.362	2.56
3452	22.366	1.81
3453	22.371	1.46
3454	22.375	1.76
3455	22.38	2.38
3456	22.384	2.82
3457	22.389	2.84
3458	22.393	2.65
3459	22.398	2.58
3460	22.402	2.62
3461	22.407	2.51
3462	22.411	2.19
3463	22.416	1.91
3464	22.42	1.84
3465	22.425	1.98
3466	22.43	2.28
3467	22.434	2.37
3468	22.439	2.09
3469	22.443	1.76
3470	22.448	1.46
3471	22.452	1.31
3472	22.457	1.82
3473	22.461	2.9
3474	22.466	3.86
3475	22.47	4.46
3476	22.475	4.58
3477	22.479	3.91
3478	22.484	2.65
3479	22.488	1.71
3480	22.493	1.63
3481	22.498	2.04
3482	22.502	2.33
3483	22.507	2.51
3484	22.511	2.94
3485	22.516	3.42
3486	22.52	3.7
3487	22.525	3.97
3488	22.529	4.37
3489	22.534	4.66
3490	22.538	4.79
3491	22.543	4.65
3492	22.547	4.15
3493	22.552	3.44
3494	22.556	2.83
3495	22.561	2.56
3496	22.566	2.78
3497	22.57	3.26
3498	22.575	3.61
3499	22.579	3.64
3500	22.584	3.48
3501	22.588	3.46
3502	22.593	3.72
3503	22.597	3.92
3504	22.602	3.66
3505	22.606	3.07
3506	22.611	2.57
3507	22.615	2.56
3508	22.62	3.09
3509	22.624	3.66
3510	22.629	3.83
3511	22.633	3.86
3512	22.638	3.79
3513	22.643	3.48
3514	22.647	3.63
3515	22.652	4.76
3516	22.656	5.83
3517	22.661	5.64
3518	22.665	4.7
3519	22.67	4.18
3520	22.674	4.14
3521	22.679	4
3522	22.683	3.95
3523	22.688	4.45
3524	22.692	5.04
3525	22.697	4.94
3526	22.701	4.19
3527	22.706	3.45
3528	22.711	3.28
3529	22.715	3.52
3530	22.72	3.55
3531	22.724	3.35
3532	22.729	3.43
3533	22.733	3.95
3534	22.738	4.58
3535	22.742	5.05
3536	22.747	5.26
3537	22.751	5.04
3538	22.756	4.37
3539	22.76	3.67
3540	22.765	3.18
3541	22.769	2.85
3542	22.774	2.9
3543	22.779	3.64
3544	22.783	4.7
3545	22.788	5.44
3546	22.792	6.02
3547	22.797	6.89
3548	22.801	7.99
3549	22.806	9.07
3550	22.81	10.13
3551	22.815	11.55
3552	22.819	13.52
3553	22.824	15.32
3554	22.828	16
3555	22.833	15.89
3556	22.837	15.8
3557	22.842	15.52
3558	22.847	14.54
3559	22.851	13.29
3560	22.856	12.63
3561	22.86	12.94
3562	22.865	13.65
3563	22.869	13.62
3564	22.874	12.16
3565	22.878	9.76
3566	22.883	7.6
3567	22.887	6.33
3568	22.892	6.07
3569	22.896	6.31
3570	22.901	6.23
3571	22.905	5.79
3572	22.91	5.42
3573	22.914	5.18
3574	22.919	4.9
3575	22.924	4.52
3576	22.928	4.02
3577	22.933	3.65
3578	22.937	3.75
3579	22.942	4.17
3580	22.946	4.32
3581	22.951	3.98
3582	22.955	3.63
3583	22.96	3.52
3584	22.964	3.64
3585	22.969	4.23
3586	22.973	5.27
3587	22.978	5.97
3588	22.982	5.83
3589	22.987	5.29
3590	22.992	4.91
3591	22.996	4.73
3592	23.001	4.46
3593	23.005	3.88
3594	23.01	3.14
3595	23.014	2.7
3596	23.019	2.96
3597	23.023	3.7
3598	23.028	4.41
3599	23.032	4.51
3600	23.037	3.73
3601	23.041	2.65
3602	23.046	2.18
3603	23.05	2.45
3604	23.055	2.93
3605	23.06	3.32
3606	23.064	3.71
3607	23.069	3.94
3608	23.073	3.45
3609	23.078	2.28
3610	23.082	1.14
3611	23.087	0.55
3612	23.091	0.69
3613	23.096	1.45
3614	23.1	2.35
3615	23.105	3.08
3616	23.109	3.61
3617	23.114	3.79
3618	23.118	3.65
3619	23.123	3.62
3620	23.127	3.88
3621	23.132	4
3622	23.137	3.54
3623	23.141	2.82
3624	23.146	2.54
3625	23.15	2.79
3626	23.155	3.07
3627	23.159	3.27
3628	23.164	3.57
3629	23.168	3.85
3630	23.173	3.98
3631	23.177	4.06
3632	23.182	4.15
3633	23.186	4.31
3634	23.191	4.59
3635	23.195	4.96
3636	23.2	5.16
3637	23.205	4.78
3638	23.209	3.82
3639	23.214	3.19
3640	23.218	3.46
3641	23.223	4.19
3642	23.227	4.73
3643	23.232	4.9
3644	23.236	4.6
3645	23.241	3.78
3646	23.245	2.79
3647	23.25	2.06
3648	23.254	1.61
3649	23.259	1.51
3650	23.263	1.88
3651	23.268	2.38
3652	23.273	2.72
3653	23.277	2.96
3654	23.282	3.16
3655	23.286	3.24
3656	23.291	3.01
3657	23.295	2.4
3658	23.3	1.69
3659	23.304	1.34
3660	23.309	1.49
3661	23.313	1.92
3662	23.318	2.36
3663	23.322	2.66
3664	23.327	2.57
3665	23.331	1.91
3666	23.336	1.11
3667	23.341	0.87
3668	23.345	1.2
3669	23.35	1.34
3670	23.354	1.04
3671	23.359	0.76
3672	23.363	0.81
3673	23.368	1.18
3674	23.372	1.65
3675	23.377	1.89
3676	23.381	1.94
3677	23.386	2.12
3678	23.39	2.33
3679	23.395	2.3
3680	23.399	2.12
3681	23.404	1.96
3682	23.408	1.87
3683	23.413	1.93
3684	23.418	2.26
3685	23.422	2.93
3686	23.427	3.47
3687	23.431	3.47
3688	23.436	3.34
3689	23.44	3.5
3690	23.445	3.66
3691	23.449	3.48
3692	23.454	3.04
3693	23.458	2.71
3694	23.463	2.64
3695	23.467	2.49
3696	23.472	2.04
3697	23.476	1.55
3698	23.481	1.32
3699	23.486	1.4
3700	23.49	1.6
3701	23.495	1.66
3702	23.499	1.58
3703	23.504	1.41
3704	23.508	1.09
3705	23.513	0.74
3706	23.517	0.62
3707	23.522	0.59
3708	23.526	0.46
3709	23.531	0.42
3710	23.535	0.54
3711	23.54	0.57
3712	23.544	0.38
3713	23.549	0.16
3714	23.554	0.07
3715	23.558	0.12
3716	23.563	0.22
3717	23.567	0.12
3718	23.572	-0.37
3719	23.576	-1.09
3720	23.581	-1.6
3721	23.585	-1.53
3722	23.59	-1.05
3723	23.594	-0.74
3724	23.599	-0.88
3725	23.603	-1.21
3726	23.608	-1.28
3727	23.612	-0.85
3728	23.617	-0.05
3729	23.621	0.77
3730	23.626	1.22
3731	23.631	1.07
3732	23.635	0.41
3733	23.64	-0.28
3734	23.644	-0.53
3735	23.649	-0.24
3736	23.653	0.42
3737	23.658	1.09
3738	23.662	1.35
3739	23.667	1.09
3740	23.671	0.51
3741	23.676	-0.17
3742	23.68	-0.74
3743	23.685	-1.06
3744	23.689	-1.04
3745	23.694	-0.67
3746	23.699	-0.13
3747	23.703	0.3
3748	23.708	0.46
3749	23.712	0.46
3750	23.717	0.44
3751	23.721	0.38
3752	23.726	0.29
3753	23.73	0.28
3754	23.735	0.32
3755	23.739	0.5
3756	23.744	0.96
3757	23.748	1.47
3758	23.753	1.36
3759	23.757	0.39
3760	23.762	-0.83
3761	23.767	-1.55
3762	23.771	-1.57
3763	23.776	-1.19
3764	23.78	-0.73
3765	23.785	-0.25
3766	23.789	0.2
3767	23.794	0.51
3768	23.798	0.51
3769	23.803	0.29
3770	23.807	0.12
3771	23.812	0.09
3772	23.816	0.08
3773	23.821	0.02
3774	23.825	0.11
3775	23.83	0.43
3776	23.835	0.9
3777	23.839	1.23
3778	23.844	1.08
3779	23.848	0.54
3780	23.853	0.2
3781	23.857	0.22
3782	23.862	0.2
3783	23.866	-0.02
3784	23.871	-0.09
3785	23.875	0.22
3786	23.88	0.55
3787	23.884	0.58
3788	23.889	0.52
3789	23.893	0.64
3790	23.898	0.97
3791	23.902	1.52
3792	23.907	2.15
3793	23.912	2.7
3794	23.916	3.17
3795	23.921	3.39
3796	23.925	3.21
